[[396.207]] 
RATE (RPS) =====================================: 1

[[390.864]] 
RATE (RPS) =====================================: 1

[[381.387]] 
RATE (RPS) =====================================: 1

[[386.781]] 
RATE (RPS) =====================================: 1

[[386.167]] 
RATE (RPS) =====================================: 1

[[389.465]] 
RATE (RPS) =====================================: 1

[[414.957]] 
RATE (RPS) =====================================: 1

[[381.737]] 
RATE (RPS) =====================================: 1

[[382.581]] 
RATE (RPS) =====================================: 1

[[392.361]] 
RATE (RPS) =====================================: 1

[[382.194, 421.83]] 
RATE (RPS) =====================================: 2

[[452.079, 408.721]] 
RATE (RPS) =====================================: 2

[[393.674, 437.083]] 
RATE (RPS) =====================================: 2

[[390.057, 430.188]] 
RATE (RPS) =====================================: 2

[[394.96, 427.296]] 
RATE (RPS) =====================================: 2

[[402.228, 447.582]] 
RATE (RPS) =====================================: 2

[[439.51, 390.851]] 
RATE (RPS) =====================================: 2

[[397.716, 442.981]] 
RATE (RPS) =====================================: 2

[[388.732, 433.381]] 
RATE (RPS) =====================================: 2

[[434.632, 384.566]] 
RATE (RPS) =====================================: 2

[[413.7, 543.116, 445.01, 486.35]] 
RATE (RPS) =====================================: 4

[[425.505, 473.543, 518.276, 546.518]] 
RATE (RPS) =====================================: 4

[[397.461, 429.914, 474.5, 512.05]] 
RATE (RPS) =====================================: 4

[[550.554, 504.635, 403.58, 441.729]] 
RATE (RPS) =====================================: 4

[[453.137, 402.948, 494.328, 530.945]] 
RATE (RPS) =====================================: 4

[[1402.367, 477.164, 520.42, 410.449]] 
RATE (RPS) =====================================: 3

[[381.904, 423.046, 512.934, 456.583]] 
RATE (RPS) =====================================: 4

[[396.531, 553.95, 435.962, 473.693]] 
RATE (RPS) =====================================: 4

[[390.445, 429.736, 464.442, 498.391]] 
RATE (RPS) =====================================: 4

[[538.797, 394.416, 422.765, 462.3]] 
RATE (RPS) =====================================: 4

[[391.337, 429.967, 465.321, 589.928, 531.783, 479.318, 613.852, 655.223]] 
RATE (RPS) =====================================: 8

